CASE# 1:
477 not found
3589 not found
8525 not found
9646 found at 3083
9867 not found
60 not found
3262 not found
1062 not found
1330 not found
2677 not found
7071 found at 2263
4297 not found
4256 not found
638 found at 208
6663 found at 2117
3678 found at 1210
2877 not found
3753 not found
7343 not found
8457 not found
3361 found at 1096
2989 not found
7933 not found
7149 not found
6728 found at 2136
2775 found at 896
7509 not found
3416 not found
3317 not found
3513 found at 1158
7154 not found
1107 found at 376
8678 not found
7511 not found
9039 not found
6943 not found
2973 not found
5149 not found
206 not found
3491 not found
5485 not found
6428 not found
1665 found at 556
8067 found at 2572
6689 not found
2556 not found
6295 not found
515 not found
8464 found at 2709
6508 not found
7328 found at 2341
3662 found at 1203
2255 found at 724
3069 not found
5098 not found
8480 not found
5834 found at 1874
4923 found at 1591
3476 not found
7628 not found
110 not found
5704 found at 1838
4592 not found
2156 not found
8422 not found
4712 found at 1528
8563 found at 2741
1462 not found
9297 not found
5571 not found
1810 found at 593
4740 found at 1535
629 not found
8067 found at 2572
8620 found at 2763
2077 not found
6406 not found
7219 found at 2313
2663 not found
2237 not found
8501 not found
3581 found at 1173
7846 found at 2504
4303 not found
8497 found at 2718
1586 not found
9550 found at 3048
3354 not found
6379 not found
4567 not found
9448 not found
5032 not found
8421 not found
3543 not found
9101 not found
4836 not found
2297 not found
4452 found at 1427
1425 not found
5956 found at 1906
4826 found at 1570
4295 found at 1382
3135 found at 1019
8400 found at 2692
5967 not found
4750 not found
264 not found
3002 not found
1493 not found
5221 found at 1691
5879 not found
7511 not found
6373 not found
5272 not found
3265 not found
8413 not found
7492 found at 2399
4438 not found
1429 not found
1433 not found
6016 found at 1923
4423 not found
9558 not found
4632 found at 1504
9364 not found
7680 not found
1366 not found
8162 not found
3765 not found
9414 found at 3004
4835 found at 1574
8797 not found
4564 not found
9061 not found
9707 not found
8462 found at 2707
3393 not found
3875 not found
7425 found at 2380
4322 not found
7505 not found
7356 not found
2754 not found
8540 not found
77 not found
3153 not found
8011 not found
5584 not found
7301 not found
7714 not found
2538 not found
9129 not found
6567 not found
2741 not found
7628 not found
5285 not found
4770 not found
5060 not found
7718 not found
7478 found at 2396
4620 not found
6928 not found
4243 not found
3008 not found
8516 not found
4150 not found
1395 not found
243 found at 86
7257 not found
6628 not found
8410 not found
3914 not found
1076 not found
3393 not found
6489 not found
9471 not found
7053 found at 2256
5169 not found
4537 not found
8683 not found
4058 not found
1506 not found
2669 not found
9389 not found
88 found at 33
7991 not found
5169 not found
7227 not found
3867 found at 1264
9633 not found
4819 found at 1566
8172 not found
4499 not found
3162 found at 1030
2164 found at 691
8017 not found
9612 not found
434 not found
1776 not found
1230 not found
2746 not found
2394 found at 768
2692 not found
664 not found
2411 not found
2820 not found
5794 not found
6459 not found
2020 not found
8599 not found
1994 not found
2004 not found
4353 not found
2959 not found
6352 not found
3699 found at 1215
143 not found
1931 not found
6351 not found
2585 not found
4999 not found
3870 not found
6002 found at 1919
9811 not found
1734 not found
477 not found
8821 not found
4962 not found
652 not found
9682 not found
9668 not found
1167 not found
7912 not found
5399 found at 1740
5012 found at 1617
2993 not found
7766 not found
506 found at 159
5844 not found
8442 not found
5937 not found
6683 not found
9208 found at 2931
4026 not found
9392 not found
4579 found at 1478
9262 found at 2945
5432 not found
9806 found at 3137
7276 not found
6025 not found
6462 not found
5805 not found
3003 not found
3786 not found
1363 not found
7822 found at 2498
3613 found at 1184
6442 not found
6815 found at 2176
1889 not found
8829 not found
3901 not found
1819 not found
9960 found at 3197
5516 not found
7903 not found
9774 not found
4932 not found
528 found at 164
978 found at 325
1063 not found
9710 not found
3446 found at 1129
8635 found at 2771
6459 not found
1511 not found
7186 not found
2626 not found
5537 not found
8720 not found
6520 not found
5024 found at 1620
6730 not found
1523 not found
4253 not found
7937 found at 2523
9609 not found
4985 not found
9939 found at 3190
311 found at 107
241 found at 85
8325 not found
8912 not found
3773 not found
2246 found at 721
2341 not found
1062 not found
7976 not found
3678 found at 1210
6353 not found
6628 not found
3297 found at 1068
7088 not found
6353 not found
1443 not found
8068 not found
6361 found at 2021
862 not found
7106 not found
1883 not found
5637 not found
3101 not found
7219 found at 2313
5176 not found
4591 found at 1483
9178 found at 2921
8374 not found
1167 not found
2197 not found
7344 found at 2344
2908 not found
3157 found at 1028
366 not found
8395 not found
5555 not found
6386 found at 2030
426 not found
9105 not found
8462 found at 2707
9009 not found
5582 not found
5830 found at 1872
8108 not found
3866 not found
3407 not found
2500 not found
1128 not found
5993 not found
7543 not found
8343 found at 2666
606 not found
4078 not found
6128 not found
5245 found at 1701
2779 not found
1900 not found
8213 not found
2257 not found
2964 found at 962
7165 found at 2289
1517 found at 511
7387 not found
3638 found at 1194
42 not found
96 not found
2569 not found
5835 found at 1875
6597 not found
6236 not found
2193 found at 703
2229 found at 713
8504 not found
2970 not found
9449 not found
839 not found
8728 not found
8251 found at 2631
2282 not found
5262 not found
1107 found at 376
4728 found at 1532
1234 found at 432
8539 not found
234 not found
5273 not found
6652 not found
6562 found at 2084
7405 not found
9573 not found
9728 not found
1504 not found
8918 not found
1272 found at 442
8043 not found
1015 found at 341
8134 not found
9908 not found
8269 not found
5662 not found
9639 not found
5519 not found
6206 not found
2446 not found
1752 not found
6862 not found
7654 not found
8960 not found
3631 not found
1576 not found
3155 not found
9591 not found
4581 not found
3571 not found
3070 not found
1434 not found
5441 not found
2991 not found
8424 found at 2700
2436 not found
3070 not found
1219 not found
9800 not found
1657 not found
4339 not found
9575 found at 3058
4629 found at 1501
7773 not found
4783 not found
1790 not found
8268 not found
9650 not found
8425 not found
9508 found at 3038
1418 not found
6792 not found
494 not found
9642 not found
7601 not found
9614 found at 3069
4512 not found
1116 found at 382
2987 found at 970
9550 found at 3048
8616 not found
6646 not found
7866 not found
1227 not found
2239 found at 717
3240 not found
3086 found at 1003
668 not found
4044 not found
3656 not found
9308 found at 2959
4409 not found
3309 not found
9291 found at 2952
7095 not found
8269 not found
6519 not found
516 not found
7573 not found
385 not found
9340 not found
9508 found at 3038
6590 not found
3572 not found
9123 not found
2776 not found
1674 found at 558
757 not found
124 not found
751 not found
5762 not found
8815 not found
6773 not found
4341 not found
5820 not found
9223 not found
8548 found at 2734
8543 not found
1104 not found
5535 not found
9491 not found
5985 not found
4688 not found
7996 not found
6996 not found
4883 not found
9158 not found
6905 not found
3251 found at 1051
4037 found at 1321
7278 not found
7493 not found
1443 not found
3063 not found
4015 not found
7157 not found
9285 found at 2950
9522 not found
7908 not found
8577 not found
5494 not found
5684 not found
1853 not found
2032 found at 653
2069 found at 667
9012 found at 2878
7281 not found
3701 not found
7908 not found
3571 not found
424 not found
372 not found
3499 not found
1160 not found
4859 not found
4994 not found
2604 found at 837
7785 found at 2489
2464 not found
1406 not found
749 not found
2685 not found
6215 not found
8143 not found
8772 found at 2805
4203 found at 1364
5926 found at 1899
5563 not found
64 not found
8263 not found
7067 not found
3830 not found
8483 not found
9232 not found
5912 not found
330 not found
1 not found
9585 not found
3945 not found
4576 not found
9772 not found
7481 not found
1392 not found
9550 found at 3048
4716 not found
214 not found
5378 not found
7882 found at 2513
9038 not found
4751 not found
7849 found at 2505
6582 found at 2092
4824 not found
2344 not found
2576 not found
615 found at 204
7759 not found
3979 not found
4638 found at 1507
2122 not found
4360 not found
2492 not found
3429 found at 1122
963 not found
6186 not found
8929 not found
6463 found at 2052
404 not found
1714 not found
7415 not found
8346 found at 2667
8676 not found
7809 found at 2493
2764 not found
5121 not found
9213 found at 2933
1003 found at 335
9785 found at 3131
5790 not found
9235 not found
2171 not found
2953 not found
5686 not found
8859 found at 2842
9903 not found
4940 not found
3351 not found
8058 not found
3398 found at 1112
3299 not found
6791 not found
9969 not found
1025 found at 345
2275 not found
3984 not found
6641 not found
3903 not found
6567 not found
1370 not found
9992 found at 3207
4043 found at 1323
2477 not found
3204 not found
9984 not found
4890 not found
248 found at 87
9057 not found
5609 not found
5783 not found
8094 not found
3685 found at 1214
7394 not found
6217 not found
7088 not found
3057 not found
4615 found at 1494
8669 not found
2649 found at 854
7331 found at 2342
1831 found at 601
1948 not found
5982 not found
8901 not found
6711 not found
9142 not found
3992 found at 1302
1133 not found
5568 not found
2790 found at 898
1866 not found
2442 not found
601 found at 194
9426 not found
3181 not found
8679 not found
4594 not found
3758 not found
3515 found at 1159
3127 found at 1016
7135 not found
7518 not found
2842 not found
2761 not found
2638 found at 851
103 not found
6660 not found
259 not found
7139 not found
3198 not found
1568 found at 527
991 not found
4404 not found
282 not found
4987 found at 1609
5746 not found
7843 found at 2503
7040 found at 2248
986 not found
83 not found
3569 not found
4655 not found
9224 not found
1008 not found
2048 found at 660
9009 not found
2837 not found
6204 not found
6330 not found
5075 not found
3895 not found
1289 found at 449
3177 found at 1035
9086 not found
9100 not found
0 not found
5433 not found
9408 found at 3001
702 not found
7237 not found
1263 not found
8905 not found
CASE# 8:
4716 not found
7545 not found
4862 not found
2140 not found
3562 not found
5295 not found
6589 not found
888 not found
116 not found
2659 not found
6080 not found
1079 not found
3354 not found
7324 found at 521
4324 not found
3973 not found
3497 not found
1285 found at 89
5010 not found
8672 not found
4159 not found
7137 not found
1605 not found
6308 not found
6167 not found
1745 found at 124
7106 not found
31 not found
1698 not found
8446 not found
5871 not found
4073 not found
3664 not found
1271 not found
3392 not found
3383 found at 221
2086 not found
1810 not found
645 not found
276 not found
7022 not found
315 not found
2778 not found
9737 not found
5435 not found
6124 not found
8188 not found
3944 not found
1913 not found
6750 not found
1099 found at 77
8692 not found
459 not found
3104 not found
6944 found at 493
